,artist,song,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre, pop,R&B,country,rock, rock, Folk/Acoustic, easy listening, Dance/Electronic,set(),pop, R&B,World/Traditional, metal, blues,latin,Dance/Electronic, latin,easy listening, jazz, country,metal,Folk/Acoustic, classical, hip hop,hip hop,cat,cluster
132,Maroon 5,Payphone,0.3184003060790093,1.0,2012,0.9213483146067416,0.7257683215130024,0.7383751721215973,0.36363636363636365,0.775817768554205,1.0,0.0329232995658466,0.019243001501668886,0.0,0.3193024654239326,0.542197026419938,0.33146812347512467,pop,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,5
133,James Arthur,Impossible,0.25984383504065783,0.0,2013,0.8426966292134831,0.2919621749408984,0.6780002118419659,0.0,0.7773495404684257,0.0,0.12680897250361794,0.13830272070925986,0.0,0.10643415514131088,0.2822761792705102,0.7260660867720377,pop,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7777777777777778,5
134,David Guetta,Titanium (feat. Sia),0.355762961206641,0.0,2012,0.8876404494382022,0.5614657210401891,0.7754475161529499,0.0,0.8320980334025101,0.0,0.14435600578871202,0.0695513682236372,0.15228426395939085,0.12687913409500903,0.28120654615466895,0.43785801421449033,"hip hop, pop, Dance/Electronic",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1111111111111111,1
135,Jessie J,Domino,0.3201974425158832,0.0,2011,0.8314606741573034,0.7434988179669031,0.53182925537549,0.6363636363636364,0.7879237078762724,1.0,0.019536903039073815,0.011968268228227441,0.0,0.024413710162357185,0.7946304417584769,0.44398403521799096,"hip hop, pop",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3333333333333333,1
136,Gotye,Somebody That I Used To Know,0.35534264144029576,0.0,2011,0.6404494382022472,0.8676122931442081,0.5000529604914734,0.0,0.6728925783180155,1.0,0.022793053545586108,0.6219187918450855,0.00017055837563451776,0.10282621767889355,0.6801796983634614,0.45769465365439693,set(),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,9
137,One Direction,What Makes You Beautiful,0.23437137945714084,0.0,2012,0.9213483146067416,0.7056737588652482,0.7754475161529499,0.36363636363636365,0.8904041901373654,1.0,0.09135311143270623,0.009201820363679284,0.0,0.04582080577269994,0.9090811851534923,0.4307507690675719,pop,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4444444444444444,5
138,Ellie Goulding,Lights - Single Version,0.2636509621550549,0.0,2010,0.7078651685393258,0.6536643026004729,0.7839211947886877,0.7272727272727273,0.7087656883091215,0.0,0.024421128798842267,0.03041125399188181,0.039695431472081225,0.13168971737823212,0.7935608086426357,0.3977206428344118,"pop, rock, Dance/Electronic",0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7777777777777778,5
139,Demi Lovato,Give Your Heart a Break,0.24881313553156978,0.0,2011,0.797752808988764,0.6170212765957447,0.6780002118419659,0.5454545454545454,0.8546299041407254,1.0,0.0461287988422576,0.23564070112854682,0.0,0.14732411304870716,0.5678682212001283,0.4176103214172059,pop,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4444444444444444,5
140,Macklemore & Ryan Lewis,Can't Hold Us (feat. Ray Dalton),0.3916033043600093,0.0,2012,0.9101123595505618,0.6052009456264775,0.9184408431310243,0.18181818181818182,0.7934084395691273,1.0,0.10021707670043417,0.029796487799759998,0.0,0.0778111846061335,0.8652262274040005,0.5705619497188925,"hip hop, pop",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1111111111111111,1
141,Eminem,Berzerk,0.33880467524909336,1.0,2013,0.7415730337078652,0.7210401891252955,0.8654803516576633,1.0,0.8130744144678327,0.0,0.5604196816208394,0.022214371430257646,0.0,0.2868310282621768,0.6908760295218741,0.23247719316855844,hip hop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3333333333333333,7
142,Avicii,I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,0.25681537723699027,0.0,2012,0.7640449438202247,0.44917257683215134,0.7786251456413517,0.5454545454545454,0.8267615377013539,0.0,0.02568740955137483,0.3401509537892549,6.771573604060913e-05,0.35417919422730004,0.6416729061931757,0.45034873236448497,"pop, Dance/Electronic",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4444444444444444,5
143,Imagine Dragons,Demons,0.17380222338378967,0.0,2012,0.9101123595505618,0.4444444444444445,0.6938883592839742,0.2727272727272727,0.8646605395790098,1.0,0.016099855282199708,0.19465628832042597,0.0002538071065989848,0.29765484064942876,0.4170499518665098,0.19835976450620563,rock,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8888888888888888,4
144,Arctic Monkeys,Do I Wanna Know?,0.4294644156208069,0.0,2013,0.9438202247191011,0.4952718676122932,0.5053490096388095,0.45454545454545453,0.6383041802549659,1.0,0.016461649782923308,0.1905578470396139,0.000267005076142132,0.23511725796752855,0.39244839020216066,0.16582025034475445,rock,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,4
145,AWOLNATION,Sail,0.3936510160422044,0.0,2011,0.02247191011235955,0.8226950354609929,0.4026056561804893,0.09090909090909091,0.5401719537503705,1.0,0.06078147612156297,0.4631041922136173,0.6182741116751269,0.08875526157546602,0.2191678254358755,0.3912896467593084,"pop, rock",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,2
146,Storm Queen,Look Right Through - MK Vocal Edit,0.1007689696238138,0.0,2014,0.0,0.8309692671394798,0.8051053913780319,0.0,0.6166123134697105,0.0,0.10455861070911723,0.003095142855269284,0.005614213197969543,0.2904389657245941,0.514386565408065,0.39763445422721977,Dance/Electronic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,5
147,Wale,Bad (feat. Rihanna) - Remix,0.33902022384721914,1.0,2013,0.6853932584269663,0.8014184397163121,0.6854146806482364,0.5454545454545454,0.6878150014823599,0.0,0.09334298118668598,0.3145356957841794,0.0,0.10763680096211665,0.43737298106749384,0.3581401824546515,"hip hop, pop, R&B",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3333333333333333,7
148,Drake,Started From the Bottom,0.16467912896811499,1.0,2013,0.7303370786516854,0.7860520094562649,0.49581612117360446,0.7272727272727273,0.6267911848996935,1.0,0.24927641099855286,0.03389492908057208,0.0,0.16175586289837643,0.558241523157557,0.17428662352816382,"hip hop, pop, R&B",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8888888888888888,7
149,Katy Perry,Roar,0.2978504416051904,0.0,2013,0.8202247191011236,0.5023640661938535,0.7595593687109417,0.6363636363636364,0.7754224725763416,0.0,0.033646888567293774,0.004970179741240812,6.7005076142131985e-06,0.3998797354179194,0.445930045994224,0.7953550970616315,pop,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7777777777777778,5
150,One Direction,Best Song Ever,0.23469470235432957,0.0,2013,0.8539325842696629,0.6182033096926715,0.8707764008049995,0.09090909090909091,0.8660934874987647,1.0,0.042149059334298127,0.023238981750460665,0.0,0.06903187011425135,0.47908867258530324,0.38766309536437893,pop,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4444444444444444,5
151,Paramore,Still into You,0.27755384673416933,0.0,2013,0.8876404494382022,0.5591016548463357,0.9195000529604915,0.45454545454545453,0.8277003656487795,1.0,0.03762662807525326,0.0100215086198417,0.0,0.04161154539987973,0.7775163119050166,0.5038121883950355,"pop, rock",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7777777777777778,5
152,MAGIC!,Rude,0.3013369401798753,0.0,2014,0.898876404494382,0.7612293144208038,0.7447304310984006,0.09090909090909091,0.7669236090522779,1.0,0.026953690303907388,0.04321888299441957,0.0,0.34095009019843653,0.9486576104396193,0.5570038188182878,set(),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7777777777777778,9
153,Taylor Swift,Bad Blood,0.2665608682297533,0.0,2014,0.6067415730337079,0.6111111111111112,0.7828619849592204,0.6363636363636364,0.7120268801264947,1.0,0.30173661360347326,0.09065834081981941,6.253807106598986e-06,0.21587492483463622,0.2662316825328912,0.7305943035960539,pop,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7777777777777778,5
154,Lorde,Team,0.21570487085944615,0.0,2013,0.8539325842696629,0.6631205673758864,0.5540726617943015,0.5454545454545454,0.6462100998122344,1.0,0.12608538350217077,0.17109025095575653,0.0,0.34095009019843653,0.4042143544764146,0.2648111806513207,"pop, Dance/Electronic",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4444444444444444,5
155,OneRepublic,Love Runs Out,0.2996826046892598,0.0,2014,0.6629213483146067,0.6973995271867612,0.9322105709140981,0.6363636363636364,0.8282438976183418,1.0,0.06458031837916064,0.17109025095575653,0.0,0.09116055321707757,0.7486362177773024,0.3978134613344649,pop,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7777777777777778,5
156,Olly Murs,Up (feat. Demi Lovato),0.2998631266401901,0.0,2014,0.0,0.6631205673758864,0.8368816862620485,0.8181818181818182,0.7825872121751161,1.0,0.019356005788712015,0.019755306661770396,0.0,0.09561034275405894,0.6416729061931757,0.36417338495809903,"pop, Dance/Electronic",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7777777777777778,5
157,Duke Dumont,I Got U,0.46503532302651784,0.0,2014,0.7528089887640449,0.599290780141844,0.7479080605868023,0.8181818181818182,0.6305959086866292,0.0,0.021345875542691763,0.003843108389017489,0.007959390862944163,0.07648827420324714,0.4544871109209541,0.40321682401612396,"pop, Dance/Electronic",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2222222222222222,5
158,5 Seconds of Summer,She Looks So Perfect,0.24113421672333799,0.0,2014,0.8314606741573034,0.4314420803782506,0.9491579281855735,0.8181818181818182,0.8042790789603717,1.0,0.19681620839363245,0.0005633307540476206,0.0,0.36740829825616356,0.43095518237244623,0.6630290654503024,pop,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4444444444444444,5
159,Alesso,Heroes (we could be),0.26099163132567776,0.0,2014,0.5842696629213483,0.4633569739952719,0.7404935917805318,0.45454545454545453,0.8088743947030338,1.0,0.0727206946454414,0.03819829242542477,0.0,0.26157546602525555,0.3357578350625735,0.4366248541423571,"pop, Dance/Electronic",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7777777777777778,5
160,G.R.L.,Ugly Heart,0.22984485889649894,0.0,2014,0.7191011235955056,0.615839243498818,0.7743883063234828,0.8181818181818182,0.7424646704219785,1.0,0.04178726483357454,0.01944792356570949,0.0,0.36259771497294047,0.4363033479516526,0.43055187228174396,pop,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4444444444444444,5
161,Natalie La Rose,Somebody,0.20721225609328944,0.0,2014,0.7415730337078652,0.8286052009456264,0.49263849168520285,0.0,0.5830615673485522,1.0,0.026049204052098415,0.0007918188554528941,1.269035532994924e-05,0.05303668069753458,0.7454273184297786,0.2981529118489445,set(),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8888888888888888,9
162,Ed Sheeran,"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",0.50610810839939,0.0,2013,0.797752808988764,0.5342789598108747,0.0,0.9090909090909091,0.0,0.0,0.029848046309696095,0.5727374964753406,0.0,0.06049308478653037,0.20954112739330413,0.6100694812771826,pop,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2222222222222222,2
163,Wiz Khalifa,See You Again (feat. Charlie Puth),0.3139600049576178,0.0,2015,0.9101123595505618,0.6619385342789598,0.45132930833598134,0.9090909090909091,0.6428994959976282,1.0,0.1054630969609262,0.37806153563676664,1.0456852791878173e-06,0.052194828622970535,0.26195315006952613,0.132637636575793,"hip hop, pop",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3333333333333333,1
164,Calvin Harris,Outside (feat. Ellie Goulding),0.30787345141804034,0.0,2014,0.8764044943820225,0.6111111111111112,0.8135790700137697,0.18181818181818182,0.8099120466449253,0.0,0.02930535455861071,0.21822232568509545,0.0,0.36139506915213465,0.4063536207080971,0.4509387928291078,"hip hop, pop, Dance/Electronic",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3333333333333333,1
165,Travis Scott,Antidote,0.40332645374057646,1.0,2015,0.8202247191011236,0.6903073286052009,0.49899375066200613,0.09090909090909091,0.7643047731989328,1.0,0.01591895803183792,0.007839088637809268,0.000150253807106599,0.12327119663259171,0.09936891646165368,0.470927919804816,"hip hop, Dance/Electronic",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6666666666666666,7
166,Flo Rida,My House,0.21336616856978116,0.0,2015,0.8539325842696629,0.660756501182033,0.6854146806482364,0.6363636363636364,0.7768554204960965,0.0,0.04829956584659914,0.02200944936621704,0.0,0.1280817799158148,0.750775484008985,0.22533016866447442,"hip hop, pop",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4444444444444444,1
167,Flo Rida,My House,0.21336616856978116,0.0,2015,0.8539325842696629,0.660756501182033,0.6854146806482364,0.6363636363636364,0.7768554204960965,0.0,0.04829956584659914,0.02200944936621704,0.0,0.1280817799158148,0.750775484008985,0.22533016866447442,"hip hop, pop",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4444444444444444,1
168,Silentó,Watch Me (Whip / Nae Nae),0.19434669914265545,0.0,2015,0.0,0.8156028368794326,0.7553225293930728,0.7272727272727273,0.5925486708172744,1.0,0.20043415340086834,0.2397391424093589,0.0,0.375826819001804,0.9903733019574286,0.5301461228386549,hip hop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8888888888888888,1
169,Drake,Jumpman,0.25024922806658295,1.0,2015,0.0,0.8557919621749409,0.5328884652049571,0.09090909090909091,0.6456171558454392,1.0,0.3234442836468886,0.047317324275231644,0.0,0.3842453397474444,0.658787036046636,0.544049008168028,"hip hop, pop, R&B",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4444444444444444,7
170,Ariana Grande,One Last Time,0.22704272712086349,0.0,2014,0.8876404494382022,0.5898345153664303,0.5699608092363097,0.7272727272727273,0.764798893171262,1.0,0.016461649782923308,0.095269087260733,1.6751269035532996e-06,0.08959711365003008,0.07048882233393945,0.4309894452105654,pop,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4444444444444444,5
171,The Weeknd,Starboy,0.31646036869587707,1.0,2016,0.0,0.6524822695035462,0.5710200190657769,0.6363636363636364,0.6663701946832692,1.0,0.46816208393632414,0.16904103031535048,3.5431472081218276e-06,0.13529765484064946,0.5315006952615253,0.8355985467274849,"pop, R&B",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,7
172,Adele,Hello,0.49172562818944565,0.0,2015,0.011235955056179775,0.40425531914893614,0.39836881686262043,0.45454545454545453,0.7107915801956716,0.0,0.0198986975397974,0.3370771228286458,0.0,0.07684906794948888,0.26837094876457374,0.6494709345496976,"pop, R&B",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2222222222222222,2
173,Coldplay,Hymn for the Weekend,0.39139853319178974,0.0,2015,0.9213483146067416,0.42789598108747046,0.6758817921830315,0.0,0.6931020851862832,0.0,0.0262301013024602,0.2161731050446894,7.025380710659898e-06,0.365003006614552,0.3999358220130495,0.1989498249708285,"rock, pop",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,4
174,David Guetta,This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),0.25400246803144855,0.0,2016,0.7640449438202247,0.28132387706855794,0.9110263743247538,0.8181818181818182,0.8428698487992885,0.0,0.0463096960926194,0.002234470186298747,5.898477157360406e-05,0.08298256163559832,0.34966306556851,0.3324891269757081,"hip hop, pop, Dance/Electronic",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4444444444444444,1
175,Lil Wayne,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",0.3515867071179536,1.0,2016,0.8426966292134831,0.44089834515366433,0.7743883063234828,0.8181818181818182,0.7973119873505287,0.0,0.5314761215629523,0.2612559591336223,0.0,0.7558628983764282,0.7497058508931437,0.7226715816272408,"hip hop, pop",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1111111111111111,7
176,Future,Low Life (feat. The Weeknd),0.5403426144967209,1.0,2016,0.8314606741573034,0.7009456264775413,0.29244783391589874,0.7272727272727273,0.6287676647890108,1.0,0.08936324167872649,0.34527400539027,0.2862944162436548,0.1497294046903187,0.06834955610225692,0.5565264665323009,"hip hop, pop",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,7
177,Galantis,No Money,0.20511065726156283,0.0,2016,0.7528089887640449,0.640661938534279,0.912085584154221,0.5454545454545454,0.8152979543433145,0.0,0.029848046309696095,0.028874338511577276,0.007736040609137056,0.2627781118460613,0.8181623703069848,0.437513259785722,"pop, Dance/Electronic",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8888888888888888,5
178,Kevin Gates,2 Phones,0.3421833995247153,1.0,2016,0.7752808988764045,0.905437352245863,0.6631712742294249,0.6363636363636364,0.7533847218104556,0.0,0.605643994211288,0.1608441477537263,0.0,0.20144317498496694,0.5518237244625094,0.41038373819879076,"hip hop, pop",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3333333333333333,7
179,Fitz and The Tantrums,HandClap,0.21623027056737779,0.0,2016,0.7191011235955056,0.599290780141844,0.8273487977968436,0.7272727272727273,0.8652040715485719,1.0,0.03527496382054994,0.006220204331888497,0.00015939086294416242,0.07372218881539387,0.7240346561129533,0.5299737456242706,"pop, rock",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4444444444444444,5
180,Drake,Pop Style,0.2692902523535213,1.0,2016,0.7078651685393258,0.6903073286052009,0.4312043215761042,0.6363636363636364,0.5181836149817176,1.0,0.18053545586107092,0.19670550896083203,2.1928934010152287e-06,0.100420926037282,0.022783185367418975,0.48420759520526147,"hip hop, pop, R&B",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7777777777777778,7
181,Tory Lanez,LUV,0.31157549859085104,1.0,2016,0.0,0.660756501182033,0.5148818981040144,1.0,0.6120169977270481,0.0,0.16425470332850942,0.012070729260247742,0.0,0.12206855081178593,0.22344635789924058,0.23264294049008166,"hip hop, pop, R&B",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3333333333333333,7
182,Frank Ocean,Pink + White,0.19268966929456333,0.0,2016,0.8876404494382022,0.49054373522458633,0.5265332062281538,0.8181818181818182,0.6455183318509734,1.0,0.13730101302460201,0.6864692420178758,4.6395939086294416e-05,0.4732411304870715,0.5518237244625094,0.661126286199215,"hip hop, pop, R&B",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8888888888888888,1
183,Sam Smith,Too Good At Goodbyes,0.23710345793838544,0.0,2017,0.8876404494382022,0.6524822695035462,0.33587543692405464,0.45454545454545453,0.6066310900286589,1.0,0.03617945007235891,0.6557309324117852,0.0,0.1773902585688515,0.46839234142689057,0.21118860719210783,pop,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4444444444444444,2
184,Future,Mask Off,0.24680314485404667,1.0,2017,0.8876404494382022,0.8321513002364066,0.4015464463510221,0.18181818181818182,0.579059195572685,1.0,0.737698986975398,0.01043135274792291,0.022233502538071066,0.1725796752856284,0.25981388383784365,0.5969754428768432,"hip hop, pop",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4444444444444444,7
185,Maroon 5,Cold (feat. Future),0.3268471167680643,1.0,2017,0.0,0.6713947990543735,0.7002436182607774,0.8181818181818182,0.7029350726356359,0.0,0.16244573082489147,0.1208843452658085,0.0,0.02513529765484065,0.5004813349021285,0.26443990665110856,pop,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,5
186,Lil Peep,Save That Shit,0.3194053014177709,1.0,2017,0.8651685393258427,0.4787234042553192,0.5593687109416375,0.18181818181818182,0.5851368712323352,1.0,0.010130246020260494,0.02682511787117124,0.0,0.48045700541190617,0.11434378008343138,0.3048292139599024,hip hop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3333333333333333,7
187,Jax Jones,You Don't Know Me - Radio Edit,0.2719846098300938,1.0,2016,0.011235955056179775,0.8829787234042553,0.6504607562758183,1.0,0.7144974799881411,0.0,0.20767004341534012,0.16699180967494442,0.0,0.19663259170174385,0.6887367632901915,0.4242335843852764,"hip hop, pop, Dance/Electronic",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7777777777777778,7
188,Charlie Puth,Attention,0.265326852505483,0.0,2017,0.0,0.7624113475177305,0.6049147336087279,0.2727272727272727,0.7946437394999506,0.0,0.03617945007235891,0.09926506750952478,3.1675126903553296e-05,0.0761274804570054,0.7903519092951118,0.2653415720801952,pop,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7777777777777778,5
189,Rag'n'Bone Man,Human,0.23491025095245538,0.0,2017,0.8539325842696629,0.5591016548463357,0.6907107297955725,0.8181818181818182,0.8111967585729815,1.0,0.5043415340086831,0.40265218332163916,0.0,0.1725796752856284,0.5518237244625094,0.09989922562851387,R&B,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4444444444444444,2
190,Kendrick Lamar,DNA.,0.1965426004860621,1.0,2017,0.0,0.599290780141844,0.4894608621968012,0.0,0.6796620219389268,1.0,0.6092619392185239,0.0040992609690682445,0.0,0.07925435959110044,0.38068242592790674,0.5297881086241646,hip hop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8888888888888888,7
191,Yo Gotti,Rake It Up (feat. Nicki Minaj),0.4400774897210262,1.0,2017,0.7528089887640449,0.9231678486997636,0.41213854464569427,0.09090909090909091,0.612115821721514,0.0,0.5803183791606368,0.02252175452631855,0.0,0.13890559230306676,0.526152529682319,0.5962527845550016,"hip hop, pop",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6666666666666666,7
192,Jonas Blue,Mama,0.18487064389754976,0.0,2017,0.5730337078651685,0.7210401891252955,0.780743565300286,1.0,0.8033402510129459,0.0,0.033646888567293774,0.09321986662032695,0.0,0.03619963920625376,0.5443362926516205,0.29169539620239743,"pop, Dance/Electronic",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8888888888888888,5
193,Alessia Cara,Scars To Your Beautiful,0.31584874954869513,0.0,2016,0.8539325842696629,0.22458628841607567,0.7246054443385235,0.0,0.7300128471192805,1.0,0.4500723589001448,0.029181721607638184,0.0,0.10763680096211665,0.4395122472991764,0.889400127293943,"pop, R&B",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,5
194,Starley,Call on Me - Ryan Riback Remix,0.2937927392454721,0.0,2016,0.5393258426966292,0.6394799054373523,0.829467217455778,0.0,0.8144579503903548,1.0,0.023516642547033294,0.061969251854134835,0.0006203045685279188,0.16536380036079376,0.7251042892287946,0.29821921077755387,"pop, Dance/Electronic",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7777777777777778,5
195,Migos,Walk It Talk It,0.43957633923038375,1.0,2018,0.8426966292134831,0.9196217494089836,0.6123292024149984,0.18181818181818182,0.7594129854728728,1.0,0.2908827785817656,0.08973619153163669,2.6395939086294416e-06,0.10162357185808778,0.381752059043748,0.5694746472896997,"hip hop, pop",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6666666666666666,7
196,Jonas Blue,Rise,0.21933955909534253,0.0,2018,0.7865168539325843,0.6595744680851064,0.7733290964940155,0.09090909090909091,0.7838719241031722,1.0,0.018270622286541256,0.3350279021882398,0.0,0.21828021647624776,0.6598566691624773,0.3051540787100881,"pop, Dance/Electronic",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4444444444444444,5
197,Migos,Stir Fry,0.20824150064934016,1.0,2018,0.8089887640449438,0.8132387706855791,0.8061646012074991,0.18181818181818182,0.7467141021840102,1.0,0.44464544138929096,0.002675052623986046,0.0,0.16536380036079376,0.5026206011338111,0.8086016229977724,"hip hop, pop",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8888888888888888,7
198,Camila Cabello,Never Be the Same,0.3070840046774046,0.0,2018,0.8314606741573034,0.6004728132387707,0.6970659887723758,0.0,0.7995355272260104,1.0,0.09316208393632418,0.18543479543859878,0.0006467005076142132,0.13890559230306676,0.2191678254358755,0.4634560305505463,pop,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,5
199,Dua Lipa,IDGAF,0.2827620397363841,1.0,2017,0.8764044943820225,0.8356973995271867,0.518059527592416,0.6363636363636364,0.7184010277695424,1.0,0.1286179450072359,0.04127212338603383,0.0,0.07324113048707157,0.5047598673654936,0.24536570489020904,pop,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7777777777777778,5
